country,date,daily_vaccinations,vaccines
Finland,2021-01-19,5458,Pfizer/BioNTech
Finland,2021-01-20,5562,Pfizer/BioNTech
Finland,2021-01-21,6467,Pfizer/BioNTech
Finland,2021-01-22,6874,Pfizer/BioNTech
Finland,2021-01-23,7253,Pfizer/BioNTech
Finland,2021-01-24,7633,Pfizer/BioNTech
Finland,2021-01-25,8012,Pfizer/BioNTech
France,2021-01-04,5000,Pfizer/BioNTech
France,2021-01-05,5000,Pfizer/BioNTech
France,2021-01-06,8500,Pfizer/BioNTech
France,2021-01-07,14667,Pfizer/BioNTech
France,2021-01-08,20000,Pfizer/BioNTech
France,2021-01-09,18800,Pfizer/BioNTech
France,2021-01-10,17667,Pfizer/BioNTech
France,2021-01-11,19622,Pfizer/BioNTech
France,2021-01-12,26262,Pfizer/BioNTech
France,2021-01-13,32738,Pfizer/BioNTech
France,2021-01-14,39031,Pfizer/BioNTech
France,2021-01-15,43961,Pfizer/BioNTech
France,2021-01-16,45435,Pfizer/BioNTech
France,2021-01-17,45018,Pfizer/BioNTech
France,2021-01-18,48789,Pfizer/BioNTech
France,2021-01-19,56547,Pfizer/BioNTech
France,2021-01-20,63659,Pfizer/BioNTech
France,2021-01-21,72193,Pfizer/BioNTech
France,2021-01-22,82058,Pfizer/BioNTech
France,2021-01-23,85096,Pfizer/BioNTech
France,2021-01-24,86392,Pfizer/BioNTech
France,2021-01-25,87584,Pfizer/BioNTech
Germany,2020-12-27,19721,"Moderna, Pfizer/BioNTech"
Germany,2020-12-28,19721,"Moderna, Pfizer/BioNTech"
Germany,2020-12-29,31436,"Moderna, Pfizer/BioNTech"
Germany,2020-12-30,40119,"Moderna, Pfizer/BioNTech"
Germany,2020-12-31,39570,"Moderna, Pfizer/BioNTech"
Germany,2021-01-01,37778,"Moderna, Pfizer/BioNTech"
Germany,2021-01-02,38986,"Moderna, Pfizer/BioNTech"
Germany,2021-01-03,36924,"Moderna, Pfizer/BioNTech"
Germany,2021-01-04,41060,"Moderna, Pfizer/BioNTech"
Germany,2021-01-05,42191,"Moderna, Pfizer/BioNTech"
Germany,2021-01-06,42015,"Moderna, Pfizer/BioNTech"
Germany,2021-01-07,44865,"Moderna, Pfizer/BioNTech"
Germany,2021-01-08,48794,"Moderna, Pfizer/BioNTech"
Germany,2021-01-09,50053,"Moderna, Pfizer/BioNTech"
Germany,2021-01-10,51184,"Moderna, Pfizer/BioNTech"
Germany,2021-01-11,53647,"Moderna, Pfizer/BioNTech"
Germany,2021-01-12,57811,"Moderna, Pfizer/BioNTech"
Germany,2021-01-13,63158,"Moderna, Pfizer/BioNTech"
Germany,2021-01-14,69184,"Moderna, Pfizer/BioNTech"
Germany,2021-01-15,73836,"Moderna, Pfizer/BioNTech"
Germany,2021-01-16,73987,"Moderna, Pfizer/BioNTech"
Germany,2021-01-17,75782,"Moderna, Pfizer/BioNTech"
Germany,2021-01-18,76079,"Moderna, Pfizer/BioNTech"
Germany,2021-01-19,76635,"Moderna, Pfizer/BioNTech"
Germany,2021-01-20,80136,"Moderna, Pfizer/BioNTech"
Germany,2021-01-21,78281,"Moderna, Pfizer/BioNTech"
Germany,2021-01-22,80900,"Moderna, Pfizer/BioNTech"
Germany,2021-01-23,85088,"Moderna, Pfizer/BioNTech"
Germany,2021-01-24,87377,"Moderna, Pfizer/BioNTech"
Gibraltar,2021-01-10,520,Pfizer/BioNTech
Gibraltar,2021-01-11,1025,Pfizer/BioNTech
Gibraltar,2021-01-12,1040,Pfizer/BioNTech
Gibraltar,2021-01-13,986,Pfizer/BioNTech
Gibraltar,2021-01-14,959,Pfizer/BioNTech
Gibraltar,2021-01-15,943,Pfizer/BioNTech
Gibraltar,2021-01-16,904,Pfizer/BioNTech
Gibraltar,2021-01-17,775,Pfizer/BioNTech
Gibraltar,2021-01-18,713,Pfizer/BioNTech
Gibraltar,2021-01-19,645,Pfizer/BioNTech
Gibraltar,2021-01-20,520,Pfizer/BioNTech
Gibraltar,2021-01-21,527,Pfizer/BioNTech
Gibraltar,2021-01-22,535,Pfizer/BioNTech
Gibraltar,2021-01-23,566,Pfizer/BioNTech
Gibraltar,2021-01-24,642,Pfizer/BioNTech
Greece,2020-12-28,549,Pfizer/BioNTech
Greece,2020-12-29,670,Pfizer/BioNTech
Greece,2020-12-30,662,Pfizer/BioNTech
Greece,2020-12-31,642,Pfizer/BioNTech
Greece,2021-01-01,551,Pfizer/BioNTech
Greece,2021-01-02,549,Pfizer/BioNTech
Greece,2021-01-03,576,Pfizer/BioNTech
Greece,2021-01-04,1370,Pfizer/BioNTech
Greece,2021-01-05,2168,Pfizer/BioNTech
Greece,2021-01-06,2680,Pfizer/BioNTech
Greece,2021-01-07,3385,Pfizer/BioNTech
Greece,2021-01-08,4599,Pfizer/BioNTech
Greece,2021-01-09,5290,Pfizer/BioNTech
Greece,2021-01-10,5748,Pfizer/BioNTech
Greece,2021-01-11,5667,Pfizer/BioNTech
Greece,2021-01-12,5709,Pfizer/BioNTech
Greece,2021-01-13,6308,Pfizer/BioNTech
Greece,2021-01-14,6384,Pfizer/BioNTech
Greece,2021-01-15,5784,Pfizer/BioNTech
Greece,2021-01-16,5654,Pfizer/BioNTech
Greece,2021-01-17,5486,Pfizer/BioNTech
Greece,2021-01-18,5083,Pfizer/BioNTech
Greece,2021-01-19,5283,Pfizer/BioNTech
Greece,2021-01-20,6102,Pfizer/BioNTech
Greece,2021-01-21,7522,Pfizer/BioNTech
Greece,2021-01-22,9371,Pfizer/BioNTech
Greece,2021-01-23,11092,Pfizer/BioNTech
Greece,2021-01-24,12128,Pfizer/BioNTech
Greece,2021-01-25,13165,Pfizer/BioNTech
Hungary,2020-12-28,1339,Pfizer/BioNTech
Hungary,2020-12-29,1367,Pfizer/BioNTech
Hungary,2020-12-30,1348,Pfizer/BioNTech
Hungary,2020-12-31,1339,Pfizer/BioNTech
Hungary,2021-01-01,1578,Pfizer/BioNTech
Hungary,2021-01-02,1722,Pfizer/BioNTech
Hungary,2021-01-03,1818,Pfizer/BioNTech
Hungary,2021-01-04,1987,Pfizer/BioNTech
Hungary,2021-01-05,2648,Pfizer/BioNTech
Hungary,2021-01-06,3959,Pfizer/BioNTech
Hungary,2021-01-07,5348,Pfizer/BioNTech
Hungary,2021-01-08,6375,Pfizer/BioNTech
Hungary,2021-01-09,7402,Pfizer/BioNTech
Hungary,2021-01-10,8429,Pfizer/BioNTech
Hungary,2021-01-11,9083,Pfizer/BioNTech
Hungary,2021-01-12,9418,Pfizer/BioNTech
Hungary,2021-01-13,9229,Pfizer/BioNTech
Hungary,2021-01-14,9026,Pfizer/BioNTech
Hungary,2021-01-15,8688,Pfizer/BioNTech
Hungary,2021-01-16,8347,Pfizer/BioNTech
Hungary,2021-01-17,7455,Pfizer/BioNTech
Hungary,2021-01-18,7536,Pfizer/BioNTech
Hungary,2021-01-19,6618,Pfizer/BioNTech
Hungary,2021-01-20,6069,Pfizer/BioNTech
Hungary,2021-01-21,5581,Pfizer/BioNTech
Hungary,2021-01-22,5326,Pfizer/BioNTech
Hungary,2021-01-23,4778,Pfizer/BioNTech
Hungary,2021-01-24,4701,Pfizer/BioNTech
Iceland,2020-12-30,63,"Moderna, Pfizer/BioNTech"
Iceland,2020-12-31,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-01,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-02,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-03,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-04,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-05,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-06,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-07,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-08,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-09,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-10,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-11,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-12,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-13,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-14,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-15,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-16,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-17,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-18,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-19,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-20,63,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-21,312,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-22,560,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-23,809,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-24,1057,"Moderna, Pfizer/BioNTech"
Iceland,2021-01-25,1306,"Moderna, Pfizer/BioNTech"
India,2021-01-15,112150,"Covaxin, Covishield"
India,2021-01-16,191181,"Covaxin, Covishield"
India,2021-01-17,112150,"Covaxin, Covishield"
India,2021-01-18,151350,"Covaxin, Covishield"
India,2021-01-19,168709,"Covaxin, Covishield"
India,2021-01-20,161297,"Covaxin, Covishield"
India,2021-01-21,173922,"Covaxin, Covishield"
India,2021-01-22,198656,"Covaxin, Covishield"
India,2021-01-23,198717,"Covaxin, Covishield"
India,2021-01-24,198743,"Covaxin, Covishield"
India,2021-01-25,224251,"Covaxin, Covishield"
Indonesia,2021-01-12,11823,Sinovac
Indonesia,2021-01-13,13200,Sinovac
Indonesia,2021-01-14,13200,Sinovac
Indonesia,2021-01-15,13200,Sinovac
Indonesia,2021-01-16,13200,Sinovac
Indonesia,2021-01-17,13200,Sinovac
Indonesia,2021-01-18,13200,Sinovac
Indonesia,2021-01-19,13200,Sinovac
Indonesia,2021-01-20,13200,Sinovac
Indonesia,2021-01-21,13200,Sinovac
Indonesia,2021-01-22,13200,Sinovac
Indonesia,2021-01-23,12546,Sinovac
Indonesia,2021-01-24,11892,Sinovac
Indonesia,2021-01-25,11823,Sinovac
Ireland,2020-12-31,550,Pfizer/BioNTech
Ireland,2021-01-01,550,Pfizer/BioNTech
Ireland,2021-01-02,550,Pfizer/BioNTech
Ireland,2021-01-03,550,Pfizer/BioNTech
Ireland,2021-01-04,550,Pfizer/BioNTech
Ireland,2021-01-05,1194,Pfizer/BioNTech
Ireland,2021-01-06,1624,Pfizer/BioNTech
Ireland,2021-01-07,1931,Pfizer/BioNTech
Ireland,2021-01-08,3028,Pfizer/BioNTech
Ireland,2021-01-09,4124,Pfizer/BioNTech
Ireland,2021-01-10,5221,Pfizer/BioNTech
Ireland,2021-01-11,6919,Pfizer/BioNTech
Ireland,2021-01-12,8157,Pfizer/BioNTech
Ireland,2021-01-13,9394,Pfizer/BioNTech
Ireland,2021-01-14,9452,Pfizer/BioNTech
Ireland,2021-01-15,8873,Pfizer/BioNTech
Ireland,2021-01-16,8293,Pfizer/BioNTech
Ireland,2021-01-17,7714,Pfizer/BioNTech
Ireland,2021-01-18,7267,Pfizer/BioNTech
Ireland,2021-01-19,6819,Pfizer/BioNTech
Ireland,2021-01-20,6371,Pfizer/BioNTech
Ireland,2021-01-21,6528,Pfizer/BioNTech
